iter	RMSE
233	9.611649493
234	9.606298821
235	9.600038549
236	9.594131767
237	9.588140608
238	9.582638516
239	9.573210326
240	9.566223076
241	9.558937052
242	9.552855617
243	9.546976773
244	9.543366266
245	9.536069777
246	9.530929677
247	9.52684983
248	9.522415317
249	9.517733305
250	9.512982444
251	9.507467154
252	9.503501228
253	9.499208742
254	9.494771811
255	9.490173889
256	9.485040726
257	9.480335187
258	9.47674329
259	9.472480814
260	9.467764104
261	9.464357581
262	9.460072489
263	9.449265409
264	9.443893952
265	9.439105706
266	9.434760689
267	9.430129926
268	9.4226971
269	9.419128981
270	9.413962649
271	9.404834635
272	9.401538378
273	9.398567372
274	9.392716585
275	9.387059966
276	9.378292056
277	9.372909787
278	9.366672221
279	9.362509381
280	9.359288055
281	9.355147294
282	9.352926677
283	9.348841098
284	9.342700074
285	9.336794243
286	9.333524038
287	9.329928253
288	9.324550906
289	9.322266053
290	9.313980153
291	9.309496856
292	9.304096863
293	9.300414937
294	9.297343529
295	9.293710713
296	9.287887501
297	9.284390411
298	9.28060941
299	9.276299781
300	9.270591058
301	9.267563862
302	9.263750746
303	9.25751847
304	9.252165666
305	9.244969365
306	9.239384727
307	9.234992897
308	9.231704837
309	9.227225321
310	9.220937669
311	9.216788504
312	9.212341028
313	9.207576871
314	9.204502433
315	9.201596877
316	9.195366193
317	9.192792465
318	9.189525295
319	9.187061452
320	9.182443331
321	9.178296979
322	9.171417537
323	9.169081363
324	9.165569698
325	9.15940889
326	9.155365224
327	9.152338493
328	9.148016725
329	9.142050793
330	9.13808292
331	9.134432423
332	9.130705883
333	9.127982921
334	9.123841499
335	9.121572822
336	9.115831478
337	9.111856642
338	9.107170688
339	9.10308145
340	9.099367538
341	9.094862697
342	9.09218182
343	9.086804338
344	9.082218047
345	9.078919657
346	9.074389068
347	9.06960031
348	9.064918872
349	9.06265846
350	9.060315178
351	9.057181419
352	9.052349123
353	9.049287119
354	9.043704088
355	9.040529069
356	9.037922856
357	9.033523727
358	9.029635085
359	9.026973496
360	9.0214701
361	9.017719468
362	9.014163365
363	9.009695775
364	9.007039073
365	9.004422012
366	9.001952642
367	8.998688481
368	8.995716951
369	8.991401116
370	8.988134262
371	8.984146854
372	8.981400318
373	8.978147212
374	8.97526567
375	8.971036666
376	8.965958884
377	8.961009735
378	8.957258445
379	8.95385385
380	8.949881803
381	8.941036918
382	8.937465324
383	8.932672254
384	8.928178025
385	8.924901999
386	8.924296011
387	8.921217647
388	8.915648538
389	8.911693299
390	8.907717322
391	8.903785472
392	8.900895412
393	8.896886225
394	8.893563716
395	8.889242157
396	8.88526459
397	8.881806102
398	8.878917884
399	8.875890048
400	8.871840022
401	8.869561247
402	8.866410093
403	8.862338593
404	8.858869868
405	8.853459859
406	8.852882681
407	8.849900043
408	8.846872206
409	8.844344866
410	8.839253055
411	8.833182664
412	8.83067036
413	8.826491738
414	8.822478361
415	8.819211622
416	8.814064101
417	8.813524081
418	8.810761374
419	8.806129246
420	8.800932577
421	8.797220557
422	8.79324687
423	8.787683885
424	8.782682329
425	8.779318988
426	8.776911149
427	8.776395065
428	8.772873751
429	8.770103275
430	8.765761241
431	8.762677918
432	8.759028622
433	8.751636104
434	8.748899956
435	8.745651221
436	8.743811337
437	8.739020646
438	8.736572343
439	8.733084445
440	8.730244396
441	8.726579102
442	8.72253608
443	8.719006017
444	8.718547435
445	8.715459462
446	8.712207836
447	8.707314495
448	8.704021322
449	8.702067887
450	8.697904765
451	8.694556391
452	8.691962257
453	8.68860563
454	8.685894283
455	8.683018879
456	8.679107045
457	8.67867129
458	8.678255006
459	8.67464822
460	8.671086388
461	8.668353974
462	8.665342892
463	8.662739557
464	8.660043805
465	8.654163094
466	8.651335261
467	8.646793278
468	8.644541932
469	8.641033344
470	8.638384413
471	8.634574025
472	8.63147512
473	8.627446536
474	8.624819373
475	8.622166448
476	8.619194109
477	8.616698754
478	8.613218949
479	8.609840315
480	8.605148552
481	8.601844131
482	8.598271263
483	8.594549722
484	8.592008972
485	8.587683011
486	8.585115821
487	8.581058259
488	8.577103577
489	8.573851649
490	8.571290639
491	8.568615116
492	8.566793264
493	8.564333864
494	8.561859246
495	8.560046355
496	8.556827645
497	8.552062064
498	8.550108525
499	8.546457372
500	8.544369179
501	8.540063685
502	8.537831765
503	8.53580418
504	8.532625528
505	8.528412038
506	8.525121497
507	8.522103429
508	8.518051341
509	8.515652551
510	8.512554783
511	8.5109281
512	8.509000432
513	8.50617083
514	8.502135715
515	8.499953311
516	8.497029936
517	8.494499232
518	8.49173293
519	8.489440664
520	8.485922041
521	8.48122984
522	8.479378393
523	8.475347083
524	8.471943112
525	8.468961877
526	8.465996322
527	8.463511522
528	8.458640738
529	8.45529784
530	8.451362887
531	8.448799197
532	8.444508675
533	8.441376489
534	8.438375661
535	8.436327806
536	8.433328031
537	8.43199999
538	8.430025804
539	8.427480657
540	8.42380431
541	8.4205797
542	8.416781218
543	8.413276559
544	8.408577902
545	8.406444855
546	8.403625184
547	8.402005261
548	8.399829678
549	8.397127501
550	8.394273881
551	8.392571001
552	8.390681438
553	8.387195237
554	8.384179864
555	8.382170458
556	8.378197873
557	8.374651013
558	8.372241317
559	8.369525925
560	8.368479431
561	8.36481085
562	8.36297463
563	8.361239412
564	8.358112897
565	8.353767477
566	8.351550762
567	8.349350596
568	8.347625319
569	8.344415325
570	8.341971342
571	8.338870015
572	8.335424825
573	8.333139569
574	8.329514962
575	8.326723563
576	8.322116245
577	8.319050663
578	8.316886442
579	8.315204275
580	8.313015347
581	8.310104042
582	8.307340016
583	8.303616191
584	8.301223181
585	8.298669196
586	8.296369734
587	8.293480724
588	8.291400592
589	8.289221203
590	8.286288346
591	8.282112919
592	8.279501357
593	8.276522561
594	8.272570664
595	8.270864015
596	8.26901299
597	8.263930534
598	8.259879902
599	8.256290424
600	8.252385817
601	8.252056631
602	8.247193596
603	8.244619855
604	8.242986141
605	8.239112629
606	8.235674702
607	8.235355479
608	8.232676915
609	8.228157313
610	8.227992629
611	8.22630766
612	8.224162112
613	8.224003213
614	8.221202278
615	8.218429075
616	8.215819646
617	8.211944595
618	8.207714265
619	8.205630084
620	8.203426893
621	8.199821841
622	8.197201654
623	8.19505925
624	8.192553779
625	8.191199594
626	8.189241946
627	8.186514561
628	8.183996918
629	8.182064932
630	8.179434494
631	8.176618873
632	8.173932582
633	8.171810816
634	8.170011109
635	8.167910058
636	8.165629001
637	8.163540812
638	8.160774476
639	8.158147756
640	8.155577413
641	8.152432707
642	8.148652996
643	8.146967187
644	8.142673651
645	8.13915901
646	8.137519746
647	8.13548049
648	8.131251931
649	8.128687398
650	8.124338802
651	8.12279249
652	8.119110904
653	8.11727909
654	8.113412761
655	8.113252056
656	8.109828074
657	8.108535547
658	8.105690941
659	8.100728652
660	8.097456287
661	8.095905524
662	8.09302032
663	8.091003868
664	8.089656332
665	8.086191605
666	8.083874842
667	8.08160778
668	8.078315524
669	8.076018249
670	8.074654428
671	8.071933071
672	8.069544826
673	8.066821727
674	8.063962765
675	8.062115419
676	8.060765905
677	8.05852554
678	8.056349285
679	8.053245645
680	8.051562477
681	8.050665697
682	8.049091394
683	8.04883298
684	8.045806704
685	8.042328618
686	8.038506936
687	8.035878236
688	8.033529353
689	8.03162569
690	8.028653185
691	8.025952858
692	8.023618535
693	8.020775263
694	8.01812485
695	8.015819487
696	8.014426137
697	8.011670303
698	8.010521289
699	8.008271602
700	8.005221907
701	8.002575005
702	8.000757034
703	7.999092582
704	7.997296352
705	7.995597315
706	7.99306938
707	7.990706842
708	7.989786469
709	7.986800036
710	7.986061239
711	7.982399045
712	7.980043599
713	7.978643666
714	7.974989201
715	7.971002941
716	7.968581339
717	7.964488735
718	7.961402914
719	7.959416027
720	7.957290976
721	7.954383219
722	7.952269516
723	7.951132513
724	7.948612746
725	7.945397584
726	7.942362207
727	7.939584241
728	7.936784428
729	7.934072306
730	7.93300743
731	7.928370243
732	7.92216756
733	7.919567246
734	7.917830243
735	7.915442452
736	7.913395864
737	7.910920916
738	7.909009733
739	7.907481075
740	7.904181573
741	7.900837698
742	7.899073221
743	7.898146707
744	7.896549503
745	7.894533113
746	7.893550149
747	7.889007189
748	7.887831643
749	7.88575967
750	7.883854957
751	7.881676606
752	7.879850658
753	7.878809946
754	7.877459471
755	7.877311569
756	7.875676678
757	7.872822238
758	7.870951891
759	7.867475714
760	7.865100771
761	7.863288412
762	7.860709576
763	7.859628585
764	7.855914486
765	7.852910343
766	7.85121613
767	7.849532403
768	7.84749913
769	7.846062102
770	7.843524716
771	7.840001587
772	7.83985882
773	7.83643618
774	7.834012681
775	7.831459163
776	7.827396071
777	7.825498603
778	7.823483419
779	7.822432744
780	7.819700415
781	7.817314996
782	7.814893123
783	7.81317884
784	7.811430889
785	7.807888487
786	7.806669983
787	7.804411394
788	7.802059161
789	7.800382687
790	7.799050434
791	7.796928988
792	7.794084215
793	7.790163209
794	7.787589167
795	7.785760041
796	7.782773353
797	7.780222306
798	7.777231632
799	7.775599248
800	7.773828764
801	7.771715092
802	7.770270899
803	7.767838742
804	7.764537859
805	7.763077659
806	7.762867436
807	7.759477999
808	7.757485755
809	7.756096851
810	7.753282538
811	7.74981243
812	7.748334902
813	7.746350188
814	7.744188312
815	7.742481088
816	7.740348131
817	7.738150832
818	7.734863178
819	7.73121367
820	7.729278681
821	7.727399465
822	7.726903039
823	7.724180183
824	7.72197311
825	7.719460522
826	7.716927805
827	7.714965062
828	7.712887301
829	7.710096823
830	7.707233163
831	7.704965
832	7.699922645
833	7.698097607
834	7.695820947
835	7.69393806
836	7.693718313
837	7.691180287
838	7.689634616
839	7.689439618
840	7.687439072
841	7.683564626
842	7.683377325
843	7.683196696
844	7.680898772
845	7.678706148
846	7.675443481
847	7.674336106
848	7.673470657
849	7.670715381
850	7.668806724
851	7.666721763
852	7.664952642
853	7.66064912
854	7.657057787
855	7.655607984
856	7.652869249
857	7.651146013
858	7.649837022
859	7.647074601
860	7.645346004
861	7.644688348
862	7.641239856
863	7.637173298
864	7.634042616
865	7.633940257
866	7.631716565
867	7.629273075
868	7.626751256
869	7.626034144
870	7.623847246
871	7.622370695
872	7.620296402
873	7.616871381
874	7.612579482
875	7.611345031
876	7.609259145
877	7.606134853
878	7.603503193
879	7.600779933
880	7.599659092
881	7.59715795
882	7.593454636
883	7.591478553
884	7.591380092
885	7.589889681
886	7.58979392
887	7.588096273
888	7.586766236
889	7.585433332
890	7.583043
891	7.580114942
892	7.577766965
893	7.574864595
894	7.573604683
895	7.572266553
896	7.569811168
897	7.567742005
898	7.565091633
899	7.563716614
900	7.560877369
901	7.558404528
902	7.556294559
903	7.554496313
904	7.55440218
905	7.552210052
906	7.551294485
907	7.550049416
908	7.549156963
909	7.545577193
910	7.544025862
911	7.542646192
912	7.540926732
913	7.537479188
914	7.53432815
915	7.532124711
916	7.530928531
917	7.528365002
918	7.527009679
919	7.524551175
920	7.519938265
921	7.519120737
922	7.517321081
923	7.51518273
924	7.514369497
925	7.512412198
926	7.510080954
927	7.508075058
928	7.504585013
929	7.501408646
930	7.499552011
931	7.497558733
932	7.496111074
933	7.495599922
934	7.493395566
935	7.489739516
936	7.486900417
937	7.483297584
938	7.480886713
939	7.479443728
940	7.478097808
941	7.478006243
942	7.475344084
943	7.474333535
944	7.473401016
945	7.470665885
946	7.468680968
947	7.466743324
948	7.463176806
949	7.459577968
950	7.456946973
951	7.455095839
952	7.451311884
953	7.447970668
954	7.444557121
955	7.441727218
956	7.438939468
957	7.434130374
958	7.433108598
959	7.430551348
960	7.427923628
961	7.425739803
962	7.420414401
963	7.418815045
964	7.417058139
965	7.415492814
966	7.414294997
967	7.411613189
968	7.409845275
969	7.409675829
970	7.407543097
971	7.404394569
972	7.403172371
973	7.40149533
974	7.399811079
975	7.399647032
976	7.397707456
977	7.397548726
978	7.395960318
979	7.394273657
980	7.391417302
981	7.390591375
982	7.38741077
983	7.386008559
984	7.383995319
985	7.382206587
986	7.381762987
987	7.380707827
988	7.380623285
989	7.379109396
990	7.378389574
991	7.377179582
992	7.3727997
993	7.370714543
994	7.368791603
995	7.367498304
996	7.366472029
997	7.365217173
998	7.362485285
999	7.360470637
